small_int_0,small_int_1,small_int_2,small_int_3,small_int_4,small_int_5,small_int_6,small_int_7,small_int_8,small_int_9,small_int_10,small_int_11,small_int_12,small_int_13,small_int_14,small_int_15,small_int_16,small_int_17,small_int_18,small_int_19,category_0,category_1,category_2,category_3,category_4,category_5,category_6,category_7,category_8,category_9,category_10,category_11,category_12,category_13,category_14,category_15,category_16,category_17,category_18,category_19,flag_0,flag_1,flag_2,flag_3,flag_4,flag_5,flag_6,flag_7,flag_8,flag_9,big_num_0,big_num_1,big_num_2,big_num_3,big_num_4,big_num_5,big_num_6,big_num_7,big_num_8,big_num_9
55,25,46,58,62,60,21,17,2,13,21,16,80,99,17,91,52,63,42,96,cat_2,cat_1,cat_2,cat_0,cat_3,cat_2,cat_1,cat_2,cat_2,cat_0,cat_3,cat_1,cat_1,cat_3,cat_1,cat_3,cat_0,cat_1,cat_3,cat_1,true,true,true,false,true,true,true,false,false,false,7663502703,4978261521,5701399968,2084557683,4825829292,7136701817,9572958517,9388326024,2014466172,4366444907
99,18,53,49,34,46,50,65,9,62,6,12,59,53,39,87,7,70,15,59,cat_3,cat_2,cat_2,cat_3,cat_0,cat_3,cat_1,cat_1,cat_0,cat_3,cat_3,cat_2,cat_0,cat_0,cat_3,cat_1,cat_0,cat_2,cat_1,cat_1,true,true,true,false,false,true,true,true,false,false,5478791431,2225175483,4599213678,3503630844,3824771188,4215142077,4115684100,6027611735,8598097363,2336001252
80,74,56,25,65,89,64,2,56,70,58,46,5,22,3,29,92,39,54,58,cat_0,cat_1,cat_0,cat_0,cat_2,cat_2,cat_3,cat_2,cat_1,cat_1,cat_2,cat_2,cat_3,cat_1,cat_0,cat_2,cat_3,cat_0,cat_0,cat_3,false,false,true,false,true,true,false,true,false,true,2127593755,8045128694,9480751783,5602617894,4274043720,4422378544,9251030649,5491826931,9108631474,3628869099
38,65,29,96,17,46,58,62,69,33,19,4,61,64,52,64,64,88,87,39,cat_1,cat_3,cat_3,cat_2,cat_2,cat_0,cat_0,cat_3,cat_3,cat_3,cat_0,cat_3,cat_3,cat_1,cat_0,cat_2,cat_2,cat_0,cat_3,cat_2,false,true,true,false,false,true,true,false,true,true,9254780149,5001769002,7764759192,6436424056,6150574297,9113215524,6837762419,9626633591,2195826054,5264424428
53,40,56,76,47,93,2,56,69,7,61,71,26,92,31,63,37,24,98,6,cat_1,cat_0,cat_2,cat_3,cat_3,cat_0,cat_2,cat_2,cat_3,cat_2,cat_1,cat_0,cat_3,cat_2,cat_1,cat_0,cat_3,cat_2,cat_0,cat_2,false,false,false,true,true,false,false,false,false,true,4674494338,5775242836,6069698864,3848186064,7953038959,8342112480,5066806077,7952710262,1450249376,5183814165
64,29,99,37,56,1,13,33,12,68,68,2,99,1,91,18,94,37,26,84,cat_1,cat_0,cat_0,cat_1,cat_3,cat_2,cat_1,cat_3,cat_3,cat_1,cat_3,cat_3,cat_2,cat_3,cat_2,cat_3,cat_2,cat_2,cat_2,cat_1,false,true,true,true,true,false,false,false,false,true,4017700130,3611117953,3697622815,8690288278,2476660434,9085427590,3804386811,1108192683,5469355931,3359782452
49,88,89,95,95,69,41,41,12,28,62,39,10,31,19,45,59,45,75,41,cat_2,cat_3,cat_2,cat_1,cat_0,cat_1,cat_3,cat_2,cat_0,cat_0,cat_0,cat_2,cat_1,cat_0,cat_2,cat_3,cat_0,cat_1,cat_1,cat_2,false,false,true,false,true,false,true,false,false,true,3918453340,8284579040,7198376724,7619269540,6420718283,6848287029,5294468152,9918649501,5368990705,2808271886
73,68,61,95,54,42,26,36,14,18,43,38,49,70,76,11,53,81,68,99,cat_2,cat_0,cat_3,cat_1,cat_2,cat_3,cat_3,cat_1,cat_1,cat_2,cat_1,cat_2,cat_1,cat_0,cat_1,cat_0,cat_3,cat_2,cat_2,cat_0,true,false,false,false,false,true,false,false,false,false,3701955554,3951287696,8205784069,7495021668,4399280576,6269485719,2691607819,3023868019,8774893338,4805673441
44,99,44,22,64,61,48,26,47,10,84,1,19,29,32,84,22,99,62,88,cat_1,cat_2,cat_2,cat_0,cat_2,cat_2,cat_1,cat_3,cat_1,cat_1,cat_3,cat_2,cat_3,cat_3,cat_1,cat_0,cat_3,cat_1,cat_3,cat_2,false,true,true,false,true,true,false,true,false,false,6027164505,7134368496,7815405188,7858826041,1913533868,6841872739,2831368116,6787013817,9774969880,6159329134
68,37,34,38,72,72,100,36,62,54,7,56,87,56,62,0,10,47,41,22,cat_1,cat_1,cat_2,cat_0,cat_2,cat_0,cat_1,cat_3,cat_1,cat_2,cat_0,cat_1,cat_2,cat_3,cat_3,cat_1,cat_3,cat_3,cat_1,cat_2,false,false,false,false,false,true,true,true,false,true,1620496615,8001255128,4642240178,6282588730,3857738565,5638568880,4649504924,7452951015,6437044049,1605787471
74,85,21,21,87,63,53,51,32,68,24,50,55,98,65,91,92,77,79,37,cat_1,cat_1,cat_3,cat_2,cat_1,cat_1,cat_2,cat_1,cat_1,cat_3,cat_1,cat_3,cat_1,cat_2,cat_2,cat_2,cat_3,cat_0,cat_3,cat_1,true,true,false,false,false,false,true,false,false,false,6373554700,1128341592,4811924155,2080928261,5884527028,9481877193,4710783591,9859244784,9886948828,4033326778
52,90,64,40,73,68,99,94,98,4,70,37,40,41,49,93,11,29,5,1,cat_3,cat_3,cat_2,cat_2,cat_2,cat_1,cat_1,cat_3,cat_1,cat_2,cat_0,cat_2,cat_2,cat_0,cat_2,cat_1,cat_3,cat_3,cat_1,cat_1,true,false,false,false,true,false,false,false,true,true,3229223135,8005470819,7896389638,1260454660,5583761921,8766741563,6659268901,5963028511,9547815377,6161704028
74,52,92,34,54,57,28,9,75,74,41,91,54,28,17,64,73,8,25,38,cat_2,cat_3,cat_3,cat_3,cat_1,cat_0,cat_1,cat_2,cat_0,cat_0,cat_3,cat_2,cat_0,cat_3,cat_2,cat_1,cat_2,cat_1,cat_1,cat_1,true,false,true,false,true,false,false,false,false,false,5358719990,8972006334,2048844966,6255200744,7089407265,7823032443,3102775314,5746081726,2228425093,2602173462
29,76,96,25,55,1,13,2,34,88,15,46,7,26,9,66,100,6,22,59,cat_2,cat_0,cat_2,cat_2,cat_3,cat_1,cat_3,cat_1,cat_0,cat_2,cat_3,cat_2,cat_2,cat_3,cat_0,cat_0,cat_2,cat_0,cat_0,cat_3,false,true,true,false,true,true,true,true,false,false,4937707285,7718762480,2362613785,6385545077,5218265221,8962536548,2903559184,4328017563,4493227651,9165127573
43,74,77,16,32,60,5,15,27,93,98,77,32,57,72,9,66,34,93,71,cat_0,cat_3,cat_3,cat_1,cat_3,cat_1,cat_1,cat_0,cat_0,cat_2,cat_3,cat_2,cat_2,cat_3,cat_1,cat_3,cat_3,cat_3,cat_0,cat_3,true,true,false,true,false,true,true,true,false,false,2138899341,3054577302,8687500677,8788714179,1089356705,3397614711,5306511138,7305567430,3261705201,2277824880
87,74,90,6,37,9,11,84,72,37,46,70,44,33,87,66,38,79,58,76,cat_3,cat_3,cat_0,cat_1,cat_3,cat_1,cat_3,cat_0,cat_2,cat_0,cat_1,cat_3,cat_0,cat_2,cat_3,cat_1,cat_1,cat_0,cat_1,cat_0,true,false,true,false,false,false,false,false,false,true,5582047343,8781962403,8846871935,5243059725,9089504226,6475931970,3942270591,5322047049,6765861531,7462632760
3,34,89,77,69,91,90,54,12,33,100,28,26,6,7,7,73,68,31,0,cat_0,cat_1,cat_1,cat_0,cat_2,cat_3,cat_2,cat_2,cat_0,cat_1,cat_1,cat_1,cat_3,cat_3,cat_3,cat_3,cat_1,cat_2,cat_3,cat_0,false,false,true,true,false,false,false,true,true,true,7262688045,2802575515,9056787620,1575308707,7085243435,2632342910,6688307386,2103457655,7661398646,1308597877
35,27,49,7,34,39,8,11,61,83,23,83,49,38,83,22,13,57,63,97,cat_1,cat_0,cat_3,cat_2,cat_2,cat_0,cat_2,cat_2,cat_3,cat_2,cat_1,cat_1,cat_0,cat_2,cat_0,cat_1,cat_2,cat_3,cat_1,cat_2,false,true,true,true,false,true,false,false,false,false,5818784624,6109476611,3460598991,1850715409,4387080865,2516711648,5782560528,3912484478,7641836453,6533426945
77,39,62,52,74,23,71,100,74,36,95,92,4,53,56,92,69,41,73,44,cat_3,cat_3,cat_1,cat_2,cat_1,cat_3,cat_3,cat_2,cat_0,cat_2,cat_2,cat_0,cat_2,cat_2,cat_2,cat_3,cat_2,cat_0,cat_3,cat_0,false,false,true,false,false,false,true,true,true,false,3176132611,5032414719,7202396734,2812325662,4194498200,3718540206,6095043488,6858392136,7809793955,8605712379
85,2,5,78,49,29,92,67,61,17,54,52,43,14,75,81,32,87,29,15,cat_0,cat_0,cat_2,cat_0,cat_0,cat_1,cat_3,cat_2,cat_3,cat_0,cat_1,cat_0,cat_1,cat_3,cat_3,cat_3,cat_3,cat_1,cat_1,cat_1,true,false,false,false,false,false,true,true,true,false,4587373776,2914350882,5546266108,9673026197,8958517793,2055930706,1121994306,7380064906,3205714419,9605609903
89,34,19,22,19,68,38,18,69,84,31,84,3,87,13,58,97,51,21,25,cat_0,cat_0,cat_2,cat_2,cat_0,cat_2,cat_0,cat_3,cat_0,cat_1,cat_3,cat_2,cat_3,cat_1,cat_0,cat_2,cat_2,cat_0,cat_2,cat_3,true,true,true,false,true,false,false,true,false,false,2487552625,8959316886,1251983531,2067761911,1525791424,1469931484,5121634535,5376053113,6673124524,9223481779
20,61,21,14,5,14,86,92,95,40,2,30,93,39,69,61,47,47,99,65,cat_1,cat_1,cat_3,cat_3,cat_0,cat_2,cat_2,cat_1,cat_2,cat_0,cat_1,cat_3,cat_2,cat_3,cat_2,cat_1,cat_3,cat_0,cat_0,cat_1,true,false,false,false,true,true,false,false,true,true,7709835588,9806406870,5156090153,4727700979,9579231795,9928935637,5061321671,2017873135,2995958375,3196470859
89,48,90,73,4,84,25,77,100,87,72,77,22,99,68,6,56,85,11,54,cat_0,cat_2,cat_3,cat_3,cat_0,cat_0,cat_3,cat_2,cat_2,cat_3,cat_1,cat_2,cat_0,cat_1,cat_2,cat_2,cat_0,cat_0,cat_1,cat_1,true,true,false,true,false,false,false,false,false,true,4394186579,7802925166,9739567951,2791806804,9952614042,8085994889,3134823331,5126230103,9863940445,6306265118
41,25,96,1,21,22,23,20,64,2,76,97,58,2,72,3,84,44,58,93,cat_3,cat_3,cat_0,cat_2,cat_1,cat_0,cat_3,cat_1,cat_2,cat_2,cat_2,cat_3,cat_3,cat_2,cat_3,cat_0,cat_3,cat_1,cat_3,cat_0,true,false,false,true,true,false,true,true,false,false,7185844037,2902596315,8732562325,7333627482,2369624659,2695150059,2804370404,8654800883,7746022757,3152495364
69,22,2,20,55,22,56,64,78,28,32,51,48,79,99,70,93,13,79,42,cat_3,cat_2,cat_0,cat_0,cat_3,cat_2,cat_2,cat_0,cat_2,cat_2,cat_1,cat_3,cat_1,cat_3,cat_3,cat_0,cat_2,cat_0,cat_3,cat_2,true,true,true,false,true,true,false,true,true,false,3067091990,9439601732,1082908386,2220534593,4911312874,3724583503,3104653629,9764838651,9127377093,7296836171
73,72,59,15,81,94,23,57,36,17,25,29,85,72,20,37,38,38,4,32,cat_1,cat_3,cat_0,cat_1,cat_2,cat_3,cat_0,cat_3,cat_0,cat_2,cat_3,cat_2,cat_3,cat_0,cat_3,cat_3,cat_3,cat_2,cat_3,cat_3,true,false,true,true,true,false,false,false,true,true,3981736407,5757331050,2642570648,2138956603,2676321851,8761437752,4644464550,3301655255,7038384183,1049773207
72,46,11,51,0,33,11,30,91,31,67,67,49,11,4,12,27,33,68,41,cat_1,cat_2,cat_0,cat_3,cat_1,cat_2,cat_0,cat_3,cat_3,cat_0,cat_0,cat_3,cat_0,cat_0,cat_1,cat_3,cat_0,cat_1,cat_3,cat_2,false,true,true,true,true,true,false,true,false,true,6072798850,2527512557,3029826184,6193184834,8666651176,5191829785,5064719364,3839377855,3859064110,9684889336
13,30,97,72,27,40,88,34,63,63,30,80,37,6,33,75,69,24,18,94,cat_1,cat_3,cat_0,cat_1,cat_3,cat_1,cat_0,cat_1,cat_3,cat_0,cat_0,cat_0,cat_0,cat_1,cat_1,cat_2,cat_2,cat_0,cat_1,cat_2,false,false,false,false,true,false,false,false,false,false,1120069879,9647689916,5703325250,5174379046,1758864145,7474211503,7911654519,2134447890,8543535484,1408633123
91,41,88,87,97,10,44,42,73,65,33,28,37,42,63,22,17,60,9,67,cat_0,cat_0,cat_2,cat_0,cat_2,cat_1,cat_0,cat_3,cat_2,cat_1,cat_0,cat_0,cat_3,cat_1,cat_1,cat_3,cat_1,cat_1,cat_1,cat_0,true,true,true,false,true,false,true,true,true,true,8713402896,8878165843,4870776939,8260644233,5697206900,8098428200,2773163689,8059704565,2040474508,9317445628
83,61,86,47,16,46,9,79,2,55,52,73,34,60,71,7,24,49,95,15,cat_3,cat_2,cat_0,cat_3,cat_2,cat_0,cat_1,cat_0,cat_0,cat_0,cat_0,cat_2,cat_3,cat_3,cat_1,cat_2,cat_1,cat_2,cat_0,cat_2,false,false,false,false,true,true,true,false,true,false,3597650197,4310592726,7581728464,4603502134,9155013602,7273798157,6455776835,8589964914,8085424128,3383845926
27,99,84,67,64,69,62,54,1,7,46,32,39,68,51,26,21,17,78,9,cat_2,cat_3,cat_2,cat_3,cat_3,cat_3,cat_0,cat_0,cat_0,cat_2,cat_2,cat_0,cat_3,cat_0,cat_3,cat_2,cat_1,cat_0,cat_2,cat_3,false,true,false,false,true,true,false,false,false,true,5812317488,9163860041,1961296489,1364076437,3620541294,9034861247,7274966823,4623620314,4422005015,7699140070
81,18,12,89,93,0,64,89,24,69,14,90,80,61,85,60,24,27,22,8,cat_2,cat_2,cat_0,cat_1,cat_0,cat_0,cat_0,cat_1,cat_2,cat_3,cat_0,cat_1,cat_2,cat_0,cat_0,cat_3,cat_1,cat_0,cat_3,cat_1,false,false,false,true,false,true,true,false,true,true,5521718264,9639821973,2926763998,8646890657,7311754032,6324873832,6794811411,8618323256,7195546216,1367963727
73,53,40,98,26,28,84,7,30,84,0,66,11,63,70,21,2,14,54,52,cat_1,cat_3,cat_2,cat_0,cat_2,cat_2,cat_2,cat_3,cat_3,cat_2,cat_2,cat_2,cat_2,cat_1,cat_1,cat_0,cat_2,cat_1,cat_2,cat_1,true,true,false,true,false,true,true,false,true,true,3314922493,1575687968,6069074160,6172627331,6114267501,4787899456,7971083058,1325148397,2291070298,4060558042
34,89,30,35,89,42,19,50,83,19,30,79,9,3,86,62,42,56,58,91,cat_3,cat_1,cat_0,cat_3,cat_0,cat_1,cat_0,cat_2,cat_1,cat_2,cat_0,cat_3,cat_0,cat_1,cat_3,cat_0,cat_2,cat_2,cat_2,cat_1,true,true,false,true,false,false,false,false,false,false,7674731942,7290715190,4566495533,4298876519,2753504817,2293754585,3329028676,9040363219,7252592228,4382810556
36,61,76,11,93,1,18,30,54,45,2,56,52,89,22,73,26,86,66,78,cat_3,cat_1,cat_2,cat_3,cat_2,cat_0,cat_1,cat_3,cat_1,cat_0,cat_2,cat_3,cat_3,cat_1,cat_3,cat_0,cat_0,cat_3,cat_1,cat_2,true,true,false,false,true,true,true,false,false,false,5314516885,1400931950,6779984106,2104267998,6331239289,4935965453,3751246182,6044222903,4923915274,7699865285
15,89,82,59,82,78,30,1,46,74,93,39,60,43,7,36,14,63,5,55,cat_0,cat_0,cat_1,cat_3,cat_1,cat_3,cat_0,cat_0,cat_0,cat_0,cat_1,cat_3,cat_1,cat_2,cat_0,cat_3,cat_0,cat_0,cat_2,cat_0,true,true,true,false,true,false,true,true,false,false,1577911745,1078222956,2351866502,6796818665,9131777868,9690315083,2342103186,7735185709,9963210987,4817308267
8,76,7,69,47,6,28,48,80,88,50,49,82,9,11,96,16,33,34,38,cat_0,cat_0,cat_3,cat_0,cat_2,cat_2,cat_0,cat_0,cat_3,cat_1,cat_2,cat_2,cat_0,cat_1,cat_0,cat_2,cat_2,cat_1,cat_2,cat_2,true,true,false,false,false,false,false,false,true,true,5054896031,8602561955,5934524120,3527187859,1816316161,7607689373,9653712522,1296060692,9330327060,2447440677
61,26,78,74,32,48,82,64,82,75,98,95,52,33,45,63,55,17,30,6,cat_0,cat_3,cat_3,cat_1,cat_1,cat_2,cat_0,cat_3,cat_3,cat_3,cat_0,cat_1,cat_3,cat_2,cat_0,cat_3,cat_2,cat_3,cat_2,cat_3,false,false,false,true,true,false,false,true,false,false,3200537569,7226760749,9393463458,3093472155,5321334391,9868279227,1705904273,4676470231,6985680829,6510216235
81,59,6,56,5,21,62,71,57,58,31,10,11,98,42,56,2,89,72,36,cat_0,cat_0,cat_1,cat_2,cat_3,cat_1,cat_3,cat_0,cat_3,cat_1,cat_0,cat_3,cat_0,cat_0,cat_1,cat_2,cat_2,cat_3,cat_3,cat_0,false,true,true,true,false,true,true,false,true,true,8048954254,5650646074,8629072595,6944904974,1117318572,6692524563,5788151926,5991215941,8607268802,6647394012
61,74,57,41,80,13,35,35,89,11,20,27,98,14,59,9,49,87,3,27,cat_1,cat_1,cat_2,cat_2,cat_3,cat_1,cat_0,cat_0,cat_3,cat_3,cat_3,cat_1,cat_0,cat_0,cat_0,cat_1,cat_2,cat_1,cat_3,cat_2,false,true,false,false,true,false,true,true,false,true,1758180787,5715586335,1541407038,5091329622,9615469364,9228050619,8661089379,5416675359,9767675883,2848484149
11,83,59,18,71,82,51,36,74,95,78,74,68,99,87,50,62,78,40,56,cat_1,cat_0,cat_3,cat_0,cat_1,cat_3,cat_2,cat_1,cat_2,cat_2,cat_1,cat_0,cat_0,cat_0,cat_2,cat_0,cat_3,cat_3,cat_0,cat_3,true,true,true,true,false,true,false,false,false,true,3034882510,3095943068,4830376985,2402923683,4592578952,7624252219,9363821991,6393456105,1721772774,6982215592
44,71,93,75,72,96,86,84,19,55,96,42,47,11,20,42,21,58,78,50,cat_2,cat_3,cat_3,cat_1,cat_0,cat_1,cat_1,cat_0,cat_1,cat_1,cat_2,cat_2,cat_0,cat_0,cat_3,cat_2,cat_0,cat_1,cat_2,cat_1,true,false,false,false,false,true,true,true,false,true,5571870746,7568509330,4164959113,1170791627,2109734505,8420039821,8913838406,6545159962,7104802445,7378991525
8,3,82,76,95,64,7,32,40,88,5,1,48,33,62,77,7,79,100,20,cat_0,cat_3,cat_0,cat_0,cat_3,cat_2,cat_0,cat_2,cat_2,cat_0,cat_1,cat_3,cat_0,cat_1,cat_2,cat_0,cat_3,cat_1,cat_1,cat_0,false,true,true,false,false,true,true,false,false,false,2380307820,4410673664,4220494002,9169769763,2788321136,7545934623,7731263461,7791778334,3344709654,5310221456
52,61,42,27,45,57,29,20,67,12,65,61,16,84,32,41,63,4,18,88,cat_1,cat_1,cat_0,cat_2,cat_0,cat_2,cat_2,cat_3,cat_0,cat_0,cat_2,cat_1,cat_3,cat_3,cat_2,cat_3,cat_1,cat_0,cat_1,cat_1,false,true,true,false,true,true,false,true,true,true,2023745096,1016716246,5223893315,7966216305,3560288453,1449867875,5964401549,5545570633,7958443837,5208843053
19,92,47,41,25,44,79,45,36,58,27,44,52,14,46,54,69,36,11,60,cat_2,cat_0,cat_3,cat_3,cat_0,cat_2,cat_2,cat_1,cat_1,cat_3,cat_0,cat_1,cat_3,cat_3,cat_3,cat_0,cat_2,cat_3,cat_0,cat_2,false,false,true,true,true,false,true,true,false,true,3140657628,3157843215,2544974880,9879590950,4048239613,9847366196,3712273483,3804884033,6492430966,9603876573
2,9,0,58,15,95,38,2,90,81,78,79,50,60,8,68,19,68,65,0,cat_3,cat_1,cat_1,cat_0,cat_3,cat_2,cat_2,cat_3,cat_0,cat_0,cat_2,cat_3,cat_1,cat_3,cat_1,cat_2,cat_1,cat_2,cat_2,cat_3,true,true,false,true,false,true,true,false,true,true,5602768285,2080192824,9987783488,1830045677,2695279677,9896124388,8864693672,5141233459,1312446712,2471266180
37,51,9,64,20,62,86,28,47,93,92,71,49,98,46,66,46,2,41,31,cat_0,cat_3,cat_0,cat_0,cat_2,cat_0,cat_1,cat_0,cat_2,cat_0,cat_3,cat_0,cat_0,cat_2,cat_0,cat_2,cat_0,cat_1,cat_3,cat_3,false,false,false,true,true,false,true,false,false,true,9076527967,9732917433,4289323594,9835175309,3027790899,6371234499,3105216829,3535089375,2053651692,7770735526
54,100,24,72,27,1,45,94,25,31,20,44,26,7,27,85,8,100,80,35,cat_1,cat_1,cat_3,cat_3,cat_3,cat_0,cat_0,cat_0,cat_1,cat_1,cat_1,cat_0,cat_0,cat_1,cat_2,cat_1,cat_0,cat_3,cat_3,cat_1,false,true,false,false,false,false,true,true,false,false,1021975952,1447050453,6488002661,4650733947,9083869879,8346000787,6580789920,8692628335,4745501737,3816606519
98,93,51,47,94,58,8,10,21,29,55,99,1,19,72,87,92,60,30,71,cat_0,cat_3,cat_1,cat_0,cat_1,cat_3,cat_0,cat_0,cat_3,cat_1,cat_1,cat_2,cat_1,cat_3,cat_2,cat_0,cat_2,cat_0,cat_3,cat_0,false,true,false,false,true,true,true,false,false,false,8133827254,4576948465,8044331942,8861008112,1712025659,9679803449,7687791534,4139480925,5394035976,1489057786
53,5,100,81,9,86,81,22,33,34,30,31,51,45,68,35,44,68,5,10,cat_3,cat_2,cat_1,cat_3,cat_1,cat_3,cat_2,cat_1,cat_2,cat_2,cat_1,cat_1,cat_0,cat_1,cat_1,cat_3,cat_1,cat_0,cat_2,cat_2,true,false,true,false,true,true,false,true,false,false,4662387065,4940626695,1283218486,9460339375,9762445206,7230040729,3664676035,1087254653,7386119741,4859424385
15,59,13,40,62,55,22,16,0,88,55,29,8,84,46,54,50,48,76,9,cat_1,cat_3,cat_3,cat_1,cat_2,cat_1,cat_1,cat_2,cat_2,cat_2,cat_0,cat_3,cat_3,cat_0,cat_0,cat_2,cat_2,cat_2,cat_0,cat_1,true,false,true,true,true,false,true,true,false,true,7161556727,6988615704,9235683204,9446971664,1608265709,3689906890,9881861730,2830557831,7048912873,9821598742
5,29,43,75,54,83,20,100,64,85,70,77,50,90,14,31,48,29,34,22,cat_2,cat_3,cat_1,cat_1,cat_3,cat_3,cat_0,cat_2,cat_3,cat_3,cat_0,cat_1,cat_3,cat_2,cat_2,cat_1,cat_1,cat_2,cat_0,cat_2,true,true,false,false,true,false,true,true,true,false,8645626996,7061806788,5631714603,6775216032,2854783140,9268245117,9171462644,5251262319,6887705427,1839215037
77,30,72,45,94,70,80,27,52,27,40,36,14,1,61,48,47,60,56,53,cat_2,cat_2,cat_3,cat_3,cat_3,cat_0,cat_0,cat_3,cat_3,cat_0,cat_2,cat_2,cat_0,cat_0,cat_3,cat_0,cat_0,cat_2,cat_0,cat_1,false,false,true,false,true,true,true,true,true,false,6027447486,5309901234,5865153643,9949901762,5835355244,9796809657,3162233695,1189933253,8109938503,8198735852
78,82,39,89,36,94,79,77,11,71,9,7,59,48,63,42,83,12,29,24,cat_0,cat_0,cat_3,cat_3,cat_0,cat_3,cat_2,cat_2,cat_0,cat_1,cat_1,cat_0,cat_1,cat_1,cat_0,cat_0,cat_2,cat_2,cat_2,cat_0,false,false,false,true,true,false,true,false,false,true,3058449712,8102244520,2929802670,3342295494,8405317334,8315157815,5390056427,6360266683,5045731146,9932468988
97,91,14,76,19,10,3,9,9,12,0,46,84,4,38,43,35,49,0,32,cat_2,cat_2,cat_2,cat_2,cat_1,cat_0,cat_3,cat_0,cat_0,cat_2,cat_2,cat_2,cat_1,cat_2,cat_1,cat_0,cat_1,cat_2,cat_0,cat_3,false,false,false,true,false,true,true,false,false,false,5425779867,5192933264,9048429766,2853931486,9088598083,6035828316,5207286222,4305393877,3936784408,1566409660
5,99,57,98,14,13,57,53,77,1,14,8,99,38,7,77,23,10,65,25,cat_1,cat_2,cat_1,cat_2,cat_2,cat_0,cat_1,cat_3,cat_1,cat_0,cat_3,cat_1,cat_2,cat_3,cat_2,cat_1,cat_2,cat_3,cat_2,cat_1,false,true,true,true,false,true,true,true,false,true,5779247210,6718248709,6516335025,5659844770,6220561287,4868618861,4685652263,4124534188,4440348584,7856602886
48,86,10,92,69,97,14,1,23,21,28,60,41,55,74,7,73,79,26,5,cat_3,cat_2,cat_1,cat_1,cat_0,cat_1,cat_2,cat_3,cat_3,cat_3,cat_1,cat_0,cat_1,cat_2,cat_1,cat_0,cat_0,cat_1,cat_3,cat_0,true,true,true,false,true,true,false,false,false,false,1558207882,5948158678,7760152654,3569271230,5727932469,8817630672,5545766770,2430753259,8954399970,6884693760
91,8,83,44,43,11,98,56,49,45,92,43,36,62,50,95,64,12,50,13,cat_1,cat_1,cat_1,cat_0,cat_0,cat_2,cat_3,cat_2,cat_0,cat_1,cat_3,cat_1,cat_3,cat_1,cat_2,cat_1,cat_3,cat_3,cat_0,cat_0,false,true,false,false,true,true,true,true,false,true,1140195471,7597691016,2437308521,6933229177,2945696622,2692798087,6218800878,9965829493,7634583590,6144368146
75,27,26,88,85,85,100,52,93,9,35,25,24,44,81,53,17,18,63,67,cat_3,cat_1,cat_3,cat_0,cat_1,cat_1,cat_1,cat_3,cat_1,cat_3,cat_2,cat_1,cat_3,cat_2,cat_2,cat_0,cat_1,cat_1,cat_0,cat_1,false,true,false,false,false,true,false,false,false,false,3109967833,4166536808,5153614825,1866687360,9747469097,7502985285,9485940097,4951452932,3710936365,8941575995
42,32,30,43,77,10,30,88,41,0,31,46,96,89,52,3,67,77,10,48,cat_0,cat_3,cat_2,cat_0,cat_2,cat_0,cat_3,cat_2,cat_1,cat_3,cat_3,cat_2,cat_3,cat_2,cat_1,cat_3,cat_3,cat_0,cat_1,cat_3,false,true,true,false,false,true,true,false,false,false,1573394250,6603315040,4733156224,1930525211,7568853529,2102584744,5876085311,8930055126,4118187742,5347448047
70,30,88,36,93,25,13,66,28,40,8,16,6,55,78,54,75,25,30,80,cat_1,cat_3,cat_0,cat_3,cat_3,cat_2,cat_3,cat_3,cat_2,cat_3,cat_2,cat_0,cat_1,cat_1,cat_1,cat_1,cat_0,cat_0,cat_2,cat_0,true,false,true,true,true,true,true,true,true,false,5072751064,9766008424,9564486410,2996845473,6377234675,7874387212,5623296686,9331579076,3832506340,9215743472
35,24,6,38,20,13,22,98,90,56,72,12,74,100,25,55,63,51,39,43,cat_3,cat_2,cat_2,cat_2,cat_2,cat_2,cat_2,cat_0,cat_2,cat_2,cat_0,cat_1,cat_3,cat_2,cat_3,cat_3,cat_2,cat_0,cat_0,cat_0,true,false,false,true,true,true,true,true,true,false,1220027271,8668345435,4652628030,8092993525,6411419548,8394091972,4415316512,1170711777,9737745803,5086081104
64,99,19,34,33,35,17,60,50,12,64,28,62,26,27,28,30,70,54,37,cat_2,cat_3,cat_1,cat_0,cat_3,cat_0,cat_0,cat_0,cat_3,cat_3,cat_0,cat_3,cat_2,cat_1,cat_2,cat_1,cat_3,cat_2,cat_1,cat_2,true,false,false,false,false,false,true,false,false,false,4923752932,9712859849,1101251802,9574357556,3194275782,2757344852,8724407575,8667004877,3471635868,2032406476
30,33,82,23,17,10,71,30,4,22,16,73,79,38,89,73,24,17,45,44,cat_2,cat_2,cat_0,cat_2,cat_0,cat_2,cat_2,cat_3,cat_1,cat_0,cat_2,cat_2,cat_3,cat_0,cat_1,cat_2,cat_3,cat_1,cat_0,cat_3,true,true,false,false,false,false,false,true,false,false,5064978798,6962026118,6386495248,2643796754,8586128671,3277717839,9739462385,8213628423,4219659206,7139861224
4,17,18,15,11,84,40,11,5,19,7,98,8,67,51,53,60,39,66,38,cat_3,cat_1,cat_0,cat_1,cat_1,cat_0,cat_2,cat_1,cat_1,cat_1,cat_3,cat_1,cat_1,cat_2,cat_1,cat_1,cat_1,cat_3,cat_2,cat_0,false,false,true,false,false,true,false,true,true,false,8490542912,7180439231,8397825212,6182170361,7719097037,2208408424,3680404227,7656058410,7771834506,5283047595
