transaction_uuid,amount_micros,rate
5d7aa58e2c793b76,1631944076,0.1484
2b90a9a7852051d8,2145068255,4.9891
b7df2689143fd4f7,238315407,9.343
ac834dc34371263f,6300964055,1.2156
9cbba1aa1b56d9e9,665831602,6.2404
9cc3dc9b93a2dd06,2833786307,6.3534
eabf5ac7ae57bba7,4597791040,5.295
d3ae7bcdf8110129,1502301280,0.6295
720a42fc303936c8,4600595255,5.9359
ca7ed4771c078aca,5878114213,6.2385
237980baee668c13,6271423909,4.1731
432440c8eed6d52c,8676048038,4.5794
c66a851752a9067a,5356555439,9.3008
a84ba0d7b5e4b018,3776778792,6.3059
3610b927a94cb43e,784357587,1.4484
15039b6408907b76,8389712842,9.1645
5c156514d08a6a3e,6344634589,8.4943
da6c314d50dc6de1,9083944636,9.3148
e0f8296ff31090d9,3226992986,5.4065
da055a92ebae9767,4346748571,4.6689
fbaa138b367ecbad,9056164165,5.581
9eea2b943e3c53a7,5639978239,5.3635
a7cfec9a78bf0615,668020746,6.9073
b9a8814271616598,3570289885,4.3118
16fa1c1c7474a0aa,9317377036,0.8748
66475ecd2a83c2ab,8205510200,5.5256
3306db5dec2ba3b5,5883059139,1.978
1c17d61d838b550b,8150123116,6.1921
c3f68f534f34bcae,3140304298,5.0078
6aecbe52a63aa872,3166960231,5.7958
c4278589562ca918,6726749079,7.7543
202c42e1ccd65467,1487859258,5.9621
8d17aacc3e471bd8,8009121656,4.6307
770fb28c4e4ac71d,3514448568,7.1565
93cee9937e30f205,776880000,5.7391
23328cc096007ad0,5485937135,1.0717
0b7412a9db45e94d,874526968,1.4211
aa6af753b57897e9,7830724625,3.7592
24a70b2c5cdb2418,855941627,8.3107
7c19b46810d2799a,944473427,7.6074
ae721cc1d034f7d7,8524029288,0.7173
379e52198759d44f,4706242869,4.5663
3929628da9ddf008,2015346064,4.465
7e92b5149de1310a,8304663277,7.5429
da3845c24fd11e85,1239625582,0.9122
0b30be0ce722a942,815888125,5.8393
cbc583009a86f7e8,7459856357,3.7627
9531cb4942dac279,2182428438,1.6194
fbbb78a9ac1d26a3,1923311930,0.0643
269bac12d20a2b78,1719416885,7.4719
13af64bccb4d7b83,1187445179,0.1084
9f47e98eec0419eb,8388880914,1.2436
58b3b781dc3b8bce,1810997500,0.6824
b385da7c029eebc5,2325903359,6.8363
f44aad1aacf53654,8905921360,9.9063
b55d1d26939e7a37,2751752252,5.4949
94781674aee165ed,2962162364,5.5357
823fc35fdcf709f5,7888692989,3.7891
dd5f83ac2b2608c8,63740282,5.7357
1818e362b5f5fe8a,8373808039,2.3055
d438e2be48f58fe3,1246519307,4.4908
ef786c6eeea9d58e,9480444437,6.451
a18522d38a2ff251,268423615,9.7014
6a388ee60be59d15,4261427559,9.3112
526542ac42cee060,1231992420,1.9865
632a2a23b93ae513,9125064819,8.8488
a6be6651ce38d219,870155960,3.0236
1a9e3826f793a169,6207340276,6.1997
cf06fd88fa13ec0d,6223811635,8.2557
bd6007ff1ccd3816,6466606803,5.1772
240501b813ac7e65,1787659370,8.89
c53fffab8daac85f,3741435148,2.5463
a2f3bd131c99a4f3,7562880885,6.8911
517bf8455005b4d3,7417909956,6.3029
cc2152b5713044e4,1162034472,9.6926
1500311131602652,451577610,9.721
866aef948df1c694,2139453521,7.5218
f096052b613223e2,4896030642,3.1143
26d3c2b8fa2f7786,6121012453,7.4091
80199268826e0343,9024277170,4.5247
b2fc1ed4669913d5,5063441253,0.4221
d71df00d8e4109d9,9956073997,5.6628
2b010439e4596a3c,1517553987,1.0027
579cf6758591c8dc,3566118128,9.6963
322fe47df7dcef97,7244852920,6.6528
9f81ecd30d611f4d,7056310028,8.9614
21391a86436c350f,7861269090,6.2045
850cfaa53d6f693b,9709170288,3.3382
d9048539ad75dc9a,6269380635,2.109
ed56d78215492635,1380949784,7.5456
81663991be82cba2,1958173206,1.5846
50ad6540f7ffbe13,4497793440,6.1366
be96880844cd7fe7,9103299631,2.835
1941ea98f81237fc,169990789,7.4276
cba872ed189c18b5,6684838040,6.3042
68cd2da3668b1fc8,1080651164,5.7008
5ec507d52bb5b44f,4032010424,4.8619
36fac6cd3709227b,9672967865,4.2986
a174ab9beb38726a,76514377,3.1952
4af958c4b1d6e798,5814668450,0.9768
22338e41b80e9294,4044380007,7.5081
90bb1366b39aba52,1518882418,3.1582
2565c80db6bc277c,7778843968,6.0987
0adc8458f6ce10df,724598793,6.2926
fcba3d5c35689ebf,1883694758,7.3643
5007ad66e2774693,7691836193,6.7635
f661f70fc5293edd,5845175559,9.5123
3802425f4dbdd2ef,6082023948,4.0067
e0d36370fbe40f8e,1463447626,3.2828
932abc19a85e9a13,6217774727,8.6831
5b72c8c707ccab0d,2161591389,7.2269
1724b4444899d7d5,420552639,3.5359
2855c89e91071b22,7729734775,9.4004
29f3b79dcd6fec22,4444721834,2.9707
1a6876e02189ee8d,5624986009,5.2973
b7989b5925878d42,4043418816,7.0845
ce7e07f3cf748b9c,8891783728,1.3485
7cf84a8294b33eca,8679630801,5.1927
d7bac990d951dda7,8733572614,1.9947
568e71c7de0d6df7,7680147212,6.9465
f9016a2135677c29,5409012938,0.0728
236d77d7ed1fdf3c,9364146573,1.7432
7fc6561e7afbab4a,2098654670,2.5553
ebcd330c8b82609a,7529092878,0.1659
7c475f828d96f987,7499617304,6.0409
91c61beee0187267,9252594146,4.1112
ef057cca4c4454c6,9134887740,1.7758
3ed8210701ec5fe2,8953149275,1.5198
a8850453d98bcb44,2712705340,7.6028
d6926fdd2abbea58,6249988740,5.9132
d5d5f17eb2ae600e,7257533469,6.0447
a57d350dddcd3762,4629416736,3.288
9ecbc044ccf84e44,21352823,8.0604
f629d5edd32676a7,4694604843,4.0287
35c857d452c10195,3728710395,5.2274
9aa1ff74fae37366,7827393324,3.8007
30791e31a02a7c81,4550159140,0.1413
882f91f48551093a,928677687,2.8077
7c3588ba8b68cc4a,2659991695,7.5653
c6091eefb4e80635,3966277461,0.9011
ec1f8434457b45a4,3492643137,5.1283
db51c4261dffb14f,1351819712,5.58
fdd75b0aa60df175,6344814681,1.0378
79e3f94e8f5a0913,1381705544,1.5315
5e5b8b0a2a72ef30,6032364447,7.0199
9fe47516d15bf6ba,5118075118,1.0958
9f0a2ce9e894e0e6,6216175713,0.3245
0008f9572017d16f,9952071617,4.7262
82eb97721f88c294,2285000658,7.5754
584f370176ea2213,5112408861,6.2926
a8d3f746c6ca6e23,6203589475,5.8581
e1c29cfd31b5711a,7986674748,6.9774
edf55d543b6c8653,716337348,8.2826
309ced73416c5cba,4094181823,1.4413
6641e4381c3f8211,7467945375,9.5789
e5fc5c7a34885938,2321812614,7.4277
6d8740783c237895,2722101718,5.2074
3d0835e309197d5f,7545796720,4.292
d220137a5fd9d1b4,3933765065,5.3411
2a7dc88a0f66d6bb,3795095589,6.8028
64839419cdcc63c6,2466308794,4.493
05316e711276ae0c,8297145985,3.3817
018afbbdc04e0349,7059707154,4.9554
f6ddc505faa848ae,8585307379,2.3028
1ff3c65c3ecdf09b,5771189790,1.7071
6d276287ffbd8f67,152171967,9.9516
88037ac6fdc8e538,3488174094,2.4132
2e41b9ea063bc6b4,9673204117,0.6191
e3df3d9af07b8784,2525170519,7.7103
523e439f40fd2230,3986438337,5.3835
3abefd1f44235e2b,4038475127,2.4722
c0674adcbdcf78c8,934843018,8.4057
0af6077b19e0210e,2827230340,0.6794
7b7715a4aa44d0af,9726691635,6.1852
bb1fde157226e04f,3066660431,9.5349
e678f4bfbeff1520,5836729629,6.2119
35a71e9c26398c78,8994002119,0.6962
f81f0d1b21932070,2993189484,6.7382
c4acd57dcc44c210,7280470410,4.465
e24079ecad95eb69,8691986199,3.6823
088f734b8ecb9ca4,6657489114,0.9735
f792102dbe2f116b,1597371934,8.5178
457389a5ea0e3e45,4810444124,4.5289
08d9cba2c9398348,1514421924,1.6985
60401116a085828d,9494682375,8.1817
84a822a87edf6fbe,4899263872,9.0413
d0785b3f48312cae,3371855622,4.774
0ad0d2cdb0a5afdf,3663117258,8.7552
8ac447e18b92c1a4,7853915237,3.1093
09c303a11a3a09f8,1270344303,8.9011
fb42ae7f614c553c,2916633618,7.6197
38285d64e16277d5,8757017614,7.1038
3954e96f93ae2ecc,5331241260,0.306
50e807729b1f3eda,7113450277,3.2937
fb6a663c88a73cfb,3933889243,8.3411
27adc66d3190ce0d,8647742465,7.0331
761cdd63ea8cd23f,6071452801,9.8671
d1472d4d8a13a633,1183437404,4.5483
52108a4c0b87709e,7979913378,4.6313
ac023c718c6c7757,2357102457,9.169
bff1bcbb3f9dba18,1983967463,5.7291
16b025b0d0bd16a2,5506391853,6.4433
6858ad9f247ce09f,670710799,7.9421
10f090325cf607ff,6035340475,8.9566
b92632bc2961f173,4184486088,4.4162
e0fbceac9b51a3d4,8258584482,5.4647
80bd939567267d25,7111768963,1.0882
f82ffa11d1ebe4ec,9774867937,7.2981
4b1a6649e74066f8,5629072398,4.6827
ce2dea15fd9bdddd,9863727878,1.0704
5bc773f92455fa03,2240234342,5.4022
dfd2a544b13e0946,7353199505,2.1502
e3e0dea1f2482efd,9509794852,9.6888
da51ddac832973e8,5367384741,3.3052
395c190eabc4a471,6400598030,9.4838
81a8bc3b3ccfc387,2167936835,0.8146
912fcec92e418020,8206044061,1.4132
afc9ff2268f89b07,3398603130,1.908
921786e7b0fbd6ca,9759022918,7.351
cdfeb8a102b94f05,9330096590,5.4022
7d174db1b0bb1ebb,5403200963,1.7799
10551429b7779b17,3883035788,0.7228
526b40941da5e58e,1857770643,6.8133
ee1d281808f3b26a,6330082981,8.8817
b2a3b255ae0e2c51,7905382641,0.1582
3af4c20a32c9d737,9061641890,8.1898
a23e087deffb7404,9312888964,2.6452
9866e50968dd6394,8777904997,1.8073
fc5ea0e50056ffa4,9918452794,3.8575
c747b9116ac048bb,3310974705,3.1778
e5ce66b1bb8e1477,961811478,9.2685
80a91fded162032a,6497046569,7.9197
d05639a852b12de6,7000220578,3.2211
c06b764c9ce99f85,5198139127,8.2238
f134b82fff9591cc,5815936200,1.2511
9054c15bd43ebc38,5983931678,8.3751
1ddf40f8eae8883b,8146716210,2.7042
f3721328ad56339d,3441524529,2.3186
a1c37f9fcdf32b82,1673393537,2.6092
106c5e5ef819d950,4468535647,3.9002
d1f16e474c439b90,5120625752,2.4998
616bdac63ce8006e,8280039735,9.0429
d05c66227d77af91,1392563125,3.6716
dac635175573533f,3749053513,3.9272
7e52305ae4048c06,4363548525,8.0993
44a60bcbfa601308,624767822,3.743
dc016e3c00f9e12e,3099992951,5.4746
464937b4de246cbf,332662880,2.4185
16de0706d94d55fd,4286047386,7.7672
2ed854b942e7c429,3444292326,0.5339
f80be8f2abad0042,4225693169,1.9142
739d9e695d0d4600,540475285,7.4878
50bfed973a454518,1566088318,2.071
52547972fc230532,6245047371,9.557
23be86898724fec0,4527939878,8.8384
586b5bf79adf5c71,6098905514,1.5072
a0ae87265734e456,2855080040,7.6504
6c8cb56dd7805bbe,544575811,0.4661
369c6a03e81c68fd,3735292144,3.1348
7687d01fda092c03,2781760285,8.2877
56ec241c28a90029,7485060851,9.6367
dd746cfd3bbc980d,3990416487,4.18
379654e55c8483aa,6775293232,6.498
5b038cea22829934,7870281068,6.4016
c39d3619e35517da,1576881553,9.136
08d6f3c2843cabcc,2821259758,7.2174
d67e58b2c317acc7,512503472,0.7584
01b0e3ee5003b59a,6243780066,1.8519
1b1928fa192894b7,8037714307,0.6302
3b3ac385471c0aab,3517081835,2.9522
39f6292d713331c5,7052639185,5.8577
490391324bf3837e,3062057122,0.8098
304028b78096604c,6411459352,3.9491
8ea23228cb7c447e,292129698,5.1106
a21f4db4211e5617,6803841874,8.0724
f0592977ef5a6c49,7431746264,6.2024
d52d969f934d72dd,1442963250,1.5151
f7c8c8e443df694d,9813486427,8.5672
900311706e62c8d5,2383334763,3.4719
d17561a9f99a07ae,1257176700,5.5221
ef71e483a344f05e,1080584562,0.2099
189d5bf5246ef4bc,8816692772,7.5014
e42e84a8194699cc,82432037,9.9784
91f3b7ee88bbd194,7601891320,2.4031
af35ed93f260fd43,8395836851,8.3687
9f31a1772134ee90,3287004177,3.3366
f9f721eeb6da22de,4014723918,8.8224
7f1eda2a2676fd59,7580344902,4.1817
f8571242759d974d,7564716845,8.4425
ecc49722a394fd75,5227037317,2.6458
ce2d248d7cf94b82,9366175466,9.3055
f92d12e3c9a1f931,387760595,8.773
97b3a14a13b9733b,8330409143,8.8272
f8514cfd81d92df5,9546974327,9.8556
55d5243425e1cf2c,6455930347,1.6901
fc885559fd5cd48a,3292304646,8.9882
671655b027833788,8228034767,5.3116
5cc3d0d69ba4b603,7859585457,4.1479
16d37b675c865574,4444737826,5.6541
36fb6418f7989a8f,651315387,9.061
774695afc7c7284a,7175972326,8.0502
c741b967400117c1,6058314529,8.1131
3dfbe0f168384c8d,822269279,2.0772
4853cfb0e38853a5,7974227724,7.6827
545ee3dc30c84244,8550419736,5.2188
8e930a05eaa52ee1,5354174658,8.923
3ddf554f8e1bae1b,9771544161,4.968
daa458fed6d82096,6513090472,5.2033
d84dd06ae99890c2,9732926060,9.7376
50dbdf64134d16f0,4098613017,1.4666
9d470fe2e3ef28c3,5041079528,8.5191
e939e41fcb0b2286,2574100878,6.0743
f9ed922c88294c89,1230711485,8.859
f446a6a278d22b36,9376405243,1.838
950f66ba6e7b0a3f,837073758,0.3295
236d8fb02c386b72,4417937237,4.8591
a3f1da2c2e370f83,5674523624,4.0022
06b2f5efe162c84b,8084749076,4.7666
3a80f34da9add211,1739516007,8.276
fdb22d40d85a4b6f,2481148730,4.8361
67ce95e12e7ba1d5,695716208,5.8627
3b12ca0ccbd2e12b,937485038,1.5042
61b478f2cc949232,6246353201,1.8304
82ae2d4b7ca0a9a8,8273477474,6.2495
ceb58bb184a7ef9a,4932096782,6.6949
79d1e76e00426e12,8104810774,0.8855
30a8f127f018d2f9,7382390615,3.5505
25f52a29e488ee24,3547223691,7.7501
7d45b4dc9fc948be,2406933187,5.5024
ab900437131ea42f,1280613640,0.1597
6d4ffb48ce37db94,9339948015,3.8853
8ca1eeb5a806d6fc,3366986915,2.734
33534a2df8e8a779,9287560007,6.9994
f9e94f2844201729,7693199662,0.7878
f415e87c70ffcc13,6290564948,2.6983
40648334bd3c176c,2871055406,5.8483
7b399cfb336cbb50,9784198777,5.359
54e747de242fb1b9,722236330,1.0053
4b80e97f1bae2ce2,2914002288,4.248
32bb45da4c63f92d,4600139917,6.0565
ebace2a33ecbc768,3273623794,4.2479
d08f7da8ec4f6442,6926324249,2.7841
c799308f6ab2b92b,8195543950,9.3087
cc5764c672a5a092,6497575973,6.4204
e5e167ebbf10be5c,3644319763,3.3737
c1a839ebbaca8fd8,6913193801,4.4052
e31265354c436847,4815270137,3.6575
25ef25ca3a92070d,1535691202,1.7009
