order_id,customer_age,quantity,region,status,unit_price
13313,33,15,east,pending,200.84
13314,29,10,south,pending,104.55
13315,40,14,east,delivered,493.52
13316,82,10,west,delivered,72.31
13317,84,8,east,pending,445.67
13318,33,7,west,delivered,356.18
13319,38,8,east,shipped,199.73
13320,44,2,north,delivered,348.4
13321,33,9,south,shipped,41.18
13322,80,1,north,shipped,299.26
13323,63,7,west,pending,193.64
13324,58,2,south,cancelled,55.3
13325,71,11,north,cancelled,456.92
13326,42,18,south,shipped,259.54
13327,44,3,west,pending,450.92
13328,29,17,north,cancelled,353.05
13329,82,4,east,shipped,482.11
13330,64,12,north,pending,187.77
13331,79,17,south,cancelled,265.41
13332,50,12,east,shipped,35.88
13333,83,8,east,shipped,287.55
13334,32,11,east,cancelled,233.96
13335,76,1,east,pending,56.79
13336,20,14,west,shipped,9.39
13337,18,5,east,delivered,356.76
13338,66,20,east,cancelled,404.67
13339,71,5,west,pending,251.78
13340,69,12,south,cancelled,444.22
13341,30,18,north,cancelled,37.46
13342,63,2,south,shipped,183.44
13343,64,20,east,shipped,102.75
13344,57,20,east,delivered,306.21
13345,26,9,east,cancelled,177.7
13346,73,20,east,pending,81.84
13347,56,3,north,delivered,287.84
13348,47,19,west,delivered,415.48
13349,28,9,north,delivered,349.42
13350,67,8,west,cancelled,192.13
13351,78,15,west,pending,140.69
13352,20,7,east,delivered,401.25
13353,53,8,east,shipped,497.13
13354,59,7,east,shipped,442.03
13355,23,3,west,delivered,440.09
13356,36,6,west,cancelled,491.66
13357,49,20,west,pending,368.6
13358,40,7,east,delivered,133.78
13359,90,17,south,shipped,389.42
13360,19,13,north,shipped,327.23
13361,34,12,east,delivered,353.26
13362,84,11,north,delivered,262.43
13363,37,13,north,cancelled,381.88
13364,35,18,east,cancelled,431.28
13365,78,11,east,pending,315.17
13366,22,2,east,cancelled,375.66
13367,25,6,east,delivered,390.73
13368,44,5,east,cancelled,312.32
13369,55,1,north,pending,408.88
13370,65,18,east,delivered,296.8
13371,71,1,west,cancelled,308.19
13372,38,12,east,cancelled,92.84
13373,71,7,east,delivered,23.55
13374,40,18,east,cancelled,202.34
13375,40,10,north,shipped,498.3
13376,84,16,west,pending,142.36
13377,37,19,north,shipped,360.78
13378,41,5,west,shipped,83.54
13379,64,15,north,shipped,341.33
13380,32,20,south,delivered,132.48
13381,38,12,south,delivered,84.88
13382,21,3,north,pending,217.96
13383,81,7,south,cancelled,492.57
13384,44,6,north,delivered,313.23
13385,57,9,north,delivered,323.55
13386,69,13,west,cancelled,331.89
13387,65,11,north,shipped,233.38
13388,51,3,east,cancelled,498.46
13389,59,18,south,cancelled,213.67
13390,21,7,west,shipped,283.77
13391,21,12,west,pending,380.2
13392,60,20,west,cancelled,368.03
13393,21,4,north,delivered,145.87
13394,78,9,south,cancelled,291.81
13395,22,14,south,cancelled,475.99
13396,36,4,west,shipped,118.54
13397,70,6,east,shipped,410.57
13398,23,2,east,shipped,145.58
13399,87,4,north,shipped,352.34
13400,66,9,south,cancelled,304.57
13401,85,2,west,delivered,165.38
13402,39,15,west,delivered,447.57
13403,38,19,south,shipped,18.7
13404,30,17,south,pending,170.95
13405,19,8,east,shipped,268.43
13406,62,9,north,shipped,423.04
13407,46,1,south,shipped,28.31
13408,29,1,west,pending,173.02
13409,71,15,south,shipped,451.07
13410,26,15,north,shipped,295.29
13411,32,3,north,shipped,259.38
13412,78,14,south,cancelled,446.97
13413,77,2,east,delivered,17.05
13414,71,4,north,delivered,256.99
13415,86,1,west,pending,96.44
13416,74,18,west,delivered,354.15
13417,35,8,west,delivered,425.4
13418,18,4,east,cancelled,490.85
13419,57,15,south,pending,333.11
13420,78,8,west,cancelled,98.58
13421,78,10,south,delivered,394.42
13422,50,20,west,shipped,407.23
13423,34,19,east,shipped,151.58
13424,59,14,east,pending,477.05
13425,87,7,east,delivered,407.9
13426,64,6,east,delivered,191.31
13427,30,4,west,cancelled,401.41
13428,79,12,west,pending,84.58
13429,81,12,north,pending,265.35
13430,43,8,west,shipped,301.31
13431,34,8,north,cancelled,96.84
13432,46,20,north,pending,312.98
13433,83,15,west,shipped,335.04
13434,34,11,east,cancelled,268.41
13435,36,7,west,shipped,320.77
13436,46,4,south,pending,328.85
13437,28,16,east,cancelled,186.57
13438,30,11,south,shipped,261.79
13439,69,5,south,cancelled,468.24
13440,54,18,north,shipped,427.14
13441,31,13,south,shipped,370.65
13442,49,4,north,shipped,341.22
13443,46,6,east,shipped,160.59
13444,50,6,east,pending,375.7
13445,41,9,north,delivered,271.43
13446,56,1,north,cancelled,235.5
13447,60,2,south,delivered,297.63
13448,77,2,south,cancelled,321.33
13449,84,5,north,cancelled,19.86
13450,84,11,west,shipped,268.19
13451,52,19,east,delivered,185.42
13452,34,7,north,shipped,148.67
13453,59,16,east,pending,75.54
13454,72,11,north,cancelled,388.82
13455,65,18,west,shipped,190.85
13456,36,3,east,shipped,173.61
13457,22,18,south,shipped,87.78
13458,67,8,west,cancelled,403.79
13459,24,11,north,shipped,411.68
13460,43,2,east,delivered,431.71
13461,41,2,north,cancelled,481.34
13462,19,6,west,delivered,370.48
13463,36,5,east,delivered,435.55
13464,22,18,south,delivered,409.16
13465,48,16,south,delivered,214.61
13466,38,9,west,shipped,307.92
13467,68,1,east,cancelled,282.0
13468,59,17,west,pending,466.68
13469,19,19,east,cancelled,251.19
13470,79,16,south,pending,139.55
13471,79,12,south,delivered,207.08
13472,62,16,south,cancelled,429.76
13473,42,17,east,delivered,168.6
13474,69,9,north,shipped,16.54
13475,75,5,north,shipped,189.56
13476,45,8,west,pending,487.68
13477,76,12,south,pending,257.76
13478,51,3,west,pending,459.78
13479,87,18,south,delivered,400.82
13480,74,2,east,delivered,212.95
13481,33,6,east,cancelled,283.38
13482,53,14,west,cancelled,460.41
13483,83,10,north,delivered,485.59
13484,61,6,east,delivered,366.54
13485,61,4,north,shipped,105.45
13486,41,10,north,shipped,175.04
13487,50,19,west,shipped,228.28
13488,61,5,south,pending,82.58
13489,80,18,south,shipped,370.95
13490,88,17,south,delivered,15.43
13491,76,10,south,cancelled,306.46
13492,30,3,south,delivered,206.1
13493,61,13,west,shipped,478.51
13494,84,8,west,pending,102.56
13495,51,9,east,pending,18.72
13496,26,10,west,delivered,409.55
13497,64,16,south,shipped,97.62
13498,72,15,north,delivered,373.81
13499,21,19,south,shipped,200.82
13500,87,6,east,pending,234.34
13501,34,16,east,pending,364.53
13502,30,20,east,cancelled,58.4
13503,47,14,north,delivered,228.52
13504,76,20,west,pending,382.52
13505,32,7,east,cancelled,84.77
13506,33,20,north,delivered,158.79
13507,88,5,south,delivered,262.17
13508,55,1,west,shipped,51.59
13509,34,12,east,delivered,92.55
13510,62,12,north,pending,224.03
13511,57,3,west,shipped,349.75
13512,75,12,west,delivered,451.76
13513,73,15,north,delivered,193.72
13514,88,1,south,cancelled,261.52
13515,28,9,north,shipped,355.22
13516,82,12,east,pending,232.42
13517,41,7,south,shipped,474.5
13518,68,8,north,cancelled,181.02
13519,83,1,north,shipped,428.68
13520,42,10,south,delivered,478.63
13521,36,8,south,shipped,437.32
13522,46,9,north,shipped,415.19
13523,20,20,west,delivered,77.91
13524,43,9,west,delivered,104.31
13525,63,18,west,delivered,386.9
13526,85,4,south,shipped,83.34
13527,37,12,south,delivered,301.9
13528,90,19,north,cancelled,266.47
13529,85,18,south,pending,468.61
13530,85,17,west,pending,386.12
13531,24,5,west,pending,293.23
13532,86,13,east,shipped,197.91
13533,64,17,east,shipped,214.24
13534,87,16,south,shipped,293.02
13535,47,10,north,delivered,483.78
13536,85,10,south,shipped,168.32
13537,39,8,east,pending,214.25
13538,65,8,north,shipped,133.63
13539,38,16,east,cancelled,239.73
13540,30,7,north,delivered,357.49
13541,39,4,south,shipped,439.85
13542,46,9,west,delivered,475.9
13543,37,1,west,cancelled,466.21
13544,87,5,north,shipped,453.94
13545,72,20,east,delivered,385.67
13546,43,1,east,pending,401.59
13547,53,8,east,delivered,294.96
13548,24,1,west,shipped,376.91
13549,69,2,east,cancelled,271.3
13550,55,18,south,pending,192.98
13551,67,4,west,cancelled,232.56
13552,84,1,south,delivered,107.0
13553,71,8,north,cancelled,291.46
13554,78,20,west,cancelled,136.59
13555,77,3,west,cancelled,363.36
13556,59,3,east,cancelled,36.16
13557,35,4,west,cancelled,278.0
13558,56,10,east,shipped,324.19
13559,18,1,south,delivered,211.54
13560,27,16,west,pending,58.2
13561,50,12,west,pending,35.94
13562,89,12,east,cancelled,474.23
13563,57,19,east,delivered,335.55
13564,44,15,north,delivered,286.0
13565,26,18,east,shipped,207.68
13566,25,14,west,cancelled,316.6
13567,70,6,north,cancelled,356.18
13568,35,3,south,pending,127.28
13569,36,14,east,delivered,8.56
13570,79,7,east,shipped,397.08
13571,38,9,west,pending,299.72
13572,49,17,east,cancelled,372.14
13573,68,10,north,pending,204.87
13574,38,10,west,pending,330.5
13575,71,8,south,pending,448.96
13576,68,2,north,pending,140.7
13577,42,11,west,delivered,324.24
13578,49,7,north,cancelled,116.92
13579,62,10,south,pending,134.84
13580,27,9,east,pending,140.39
13581,46,16,south,delivered,283.96
13582,53,11,west,pending,491.57
13583,35,12,east,delivered,470.08
13584,69,1,south,shipped,366.53
13585,33,17,east,cancelled,431.48
13586,37,5,north,delivered,137.01
13587,44,8,east,cancelled,235.39
13588,74,18,east,delivered,121.71
13589,36,5,south,shipped,175.42
13590,53,17,south,delivered,207.72
13591,59,18,west,shipped,447.77
13592,19,18,east,shipped,412.73
13593,33,4,north,cancelled,491.32
13594,84,13,west,cancelled,114.45
13595,57,3,west,shipped,239.86
13596,85,8,north,shipped,468.57
13597,31,15,north,cancelled,423.57
13598,78,3,west,pending,351.8
13599,47,19,north,pending,119.93
13600,74,11,east,pending,37.74
13601,56,17,south,shipped,483.53
13602,33,18,east,delivered,169.15
13603,87,1,east,shipped,148.29
13604,76,16,north,delivered,53.52
13605,37,8,west,pending,494.67
13606,27,5,south,cancelled,141.72
13607,61,16,west,cancelled,140.33
13608,52,4,west,pending,51.52
13609,23,10,west,pending,188.44
13610,66,13,south,delivered,330.58
13611,50,8,north,pending,129.21
13612,32,12,east,shipped,241.37
13613,77,11,east,shipped,89.18
13614,72,10,south,pending,29.52
13615,39,5,west,cancelled,129.78
13616,80,18,west,pending,26.87
13617,55,10,west,shipped,259.2
13618,46,14,south,cancelled,133.31
13619,84,17,west,pending,382.12
13620,31,14,west,delivered,119.35
13621,29,7,south,cancelled,483.84
13622,64,18,west,delivered,174.22
13623,48,15,east,cancelled,115.31
13624,81,6,north,shipped,93.74
13625,73,2,south,shipped,499.89
13626,71,7,south,shipped,76.77
13627,25,6,south,delivered,459.11
13628,31,7,south,pending,217.99
13629,53,17,east,shipped,313.56
13630,53,8,south,delivered,362.92
13631,50,5,west,pending,476.74
13632,83,5,north,pending,89.04
13633,60,16,south,cancelled,157.31
13634,71,2,south,cancelled,392.67
13635,50,10,south,shipped,75.42
13636,63,20,east,shipped,175.55
13637,28,9,north,delivered,334.38
13638,19,8,north,delivered,147.44
13639,30,5,south,shipped,334.56
13640,80,16,south,delivered,87.77
13641,49,10,east,pending,17.13
13642,81,1,east,cancelled,199.25
13643,46,6,south,cancelled,283.88
13644,73,13,west,shipped,116.52
13645,52,12,east,cancelled,388.12
13646,31,11,west,shipped,170.12
13647,80,18,south,shipped,499.82
13648,89,11,east,cancelled,159.5
13649,90,20,north,shipped,236.46
13650,66,6,west,cancelled,177.2
13651,84,9,west,cancelled,431.08
13652,66,12,east,delivered,32.52
13653,23,18,west,delivered,157.77
13654,31,2,east,cancelled,270.61
13655,30,6,east,delivered,127.1
13656,30,8,west,cancelled,338.05
13657,33,8,east,pending,474.55
13658,48,4,east,shipped,395.4
13659,64,1,south,cancelled,483.27
13660,71,17,north,cancelled,141.85
13661,68,4,north,delivered,182.94
13662,23,17,west,cancelled,176.38
13663,62,12,east,pending,307.29
13664,74,9,west,shipped,270.56
13665,76,18,north,cancelled,226.61
13666,84,1,south,cancelled,339.72
13667,22,11,north,pending,229.94
13668,69,3,north,pending,106.03
13669,73,9,north,pending,397.06
13670,21,8,east,delivered,479.91
13671,45,17,east,delivered,468.83
13672,90,17,south,cancelled,86.04
13673,41,6,south,delivered,180.3
13674,21,16,south,cancelled,37.19
13675,60,8,west,shipped,128.66
13676,30,16,east,delivered,128.04
13677,55,9,east,pending,303.19
13678,70,19,north,shipped,401.76
13679,21,2,north,shipped,54.74
13680,76,19,east,delivered,95.64
13681,50,19,south,delivered,469.5
13682,63,9,east,pending,430.08
13683,62,9,north,delivered,245.75
13684,63,16,south,pending,378.16
13685,49,3,north,shipped,343.11
13686,53,18,north,shipped,43.85
13687,75,3,west,shipped,38.65
13688,24,7,west,pending,467.33
13689,59,5,south,shipped,350.49
13690,76,10,east,cancelled,227.46
13691,51,2,north,shipped,350.97
13692,38,14,west,pending,142.84
13693,44,5,south,delivered,389.11
13694,89,3,south,pending,126.34
13695,88,10,north,cancelled,424.92
13696,59,14,south,cancelled,320.8
13697,69,4,west,cancelled,307.27
13698,62,8,east,shipped,270.49
13699,40,7,north,cancelled,214.25
13700,81,12,east,shipped,261.95
13701,29,9,west,delivered,29.03
13702,60,15,south,pending,47.38
13703,63,7,south,pending,81.44
13704,86,8,west,pending,48.4
13705,47,16,north,cancelled,21.73
13706,58,2,west,shipped,47.79
13707,57,6,north,cancelled,308.02
13708,30,11,south,shipped,354.29
13709,29,11,south,cancelled,122.7
13710,69,12,west,pending,335.23
13711,58,13,south,pending,182.79
13712,81,7,south,shipped,404.94
13713,41,10,east,delivered,323.41
13714,66,18,east,delivered,204.97
13715,43,4,west,delivered,106.91
13716,51,9,south,cancelled,150.55
13717,80,4,west,shipped,91.13
13718,62,12,east,delivered,48.43
13719,61,15,north,delivered,331.97
13720,74,15,north,delivered,255.76
13721,64,4,east,cancelled,243.6
13722,38,18,north,shipped,297.25
13723,39,2,east,shipped,127.82
13724,59,15,south,pending,93.51
13725,20,9,east,shipped,486.53
13726,32,19,east,pending,451.3
13727,42,5,east,cancelled,434.07
13728,57,5,south,delivered,498.69
13729,82,7,east,shipped,29.52
13730,89,20,east,delivered,95.66
13731,55,14,south,delivered,217.04
13732,89,14,west,shipped,217.62
13733,86,12,south,pending,89.4
13734,40,5,south,shipped,490.69
13735,68,18,north,pending,448.53
13736,27,12,south,delivered,401.05
13737,43,4,west,cancelled,432.15
13738,29,9,east,shipped,402.96
13739,29,4,north,delivered,52.27
13740,69,19,east,delivered,431.55
13741,51,1,north,cancelled,208.21
13742,36,17,north,cancelled,280.7
13743,61,6,east,cancelled,305.03
13744,86,15,west,cancelled,213.07
13745,63,9,south,pending,301.44
13746,68,11,east,delivered,13.94
13747,35,15,east,cancelled,278.66
13748,67,9,south,pending,49.55
13749,31,12,north,delivered,145.66
13750,55,14,west,cancelled,189.14
13751,90,12,east,shipped,59.71
13752,28,19,south,cancelled,31.72
13753,59,20,south,cancelled,435.69
13754,46,5,south,pending,267.18
13755,74,12,west,shipped,341.47
13756,23,1,east,cancelled,24.32
13757,49,16,west,cancelled,185.6
13758,88,14,south,pending,162.93
13759,37,7,south,delivered,335.21
13760,53,8,north,shipped,337.23
13761,21,16,south,cancelled,178.33
13762,81,8,south,shipped,459.88
13763,46,14,north,cancelled,253.42
13764,46,10,north,shipped,334.8
13765,49,7,east,shipped,414.31
13766,46,12,north,delivered,316.42
13767,74,8,east,pending,260.19
13768,45,16,north,shipped,29.63
13769,36,4,south,cancelled,33.86
13770,19,6,north,shipped,435.38
13771,55,4,east,cancelled,248.98
13772,49,10,north,delivered,343.3
13773,20,13,west,shipped,416.78
13774,79,8,east,shipped,218.83
13775,74,2,south,pending,396.99
13776,71,16,north,pending,70.81
13777,89,2,east,delivered,330.66
13778,88,2,east,shipped,210.88
13779,90,20,north,shipped,173.91
13780,42,11,south,delivered,212.93
13781,70,17,east,shipped,321.03
13782,41,7,south,pending,312.93
13783,84,1,south,cancelled,391.94
13784,69,9,west,delivered,168.05
13785,67,6,west,delivered,68.08
13786,51,18,north,pending,266.83
13787,64,13,west,pending,477.08
13788,51,7,south,shipped,313.37
13789,73,5,west,pending,83.32
13790,65,8,east,cancelled,194.45
13791,64,3,north,pending,79.66
13792,48,2,east,shipped,126.54
13793,58,6,south,shipped,161.72
13794,87,13,south,cancelled,131.19
13795,63,12,west,cancelled,494.58
13796,27,11,east,shipped,8.67
13797,35,16,east,cancelled,20.42
13798,59,10,north,delivered,221.71
13799,49,16,south,delivered,284.07
13800,86,9,east,cancelled,314.86
13801,34,10,south,delivered,476.66
13802,30,20,west,cancelled,395.64
13803,82,7,north,cancelled,442.39
13804,78,13,east,cancelled,103.77
13805,86,13,west,delivered,193.98
13806,58,16,west,cancelled,247.65
13807,31,8,north,pending,165.03
13808,47,11,west,pending,118.14
13809,62,5,south,cancelled,356.96
13810,88,4,west,delivered,99.46
13811,46,13,south,delivered,339.77
13812,77,1,west,shipped,362.84
13813,52,17,east,pending,320.24
13814,24,8,east,pending,430.57
13815,76,10,north,cancelled,207.41
13816,74,2,north,delivered,205.53
13817,81,6,south,cancelled,98.98
13818,73,17,north,shipped,378.51
13819,26,19,west,pending,55.11
13820,39,15,north,pending,251.07
13821,20,9,north,cancelled,328.23
13822,89,1,west,shipped,307.51
13823,75,20,north,pending,112.26
13824,89,7,west,pending,285.99
13825,25,19,east,cancelled,457.14
13826,62,7,east,shipped,486.61
13827,79,9,east,shipped,94.77
13828,36,20,north,delivered,217.96
13829,26,13,west,shipped,99.0
13830,63,9,east,pending,66.05
13831,26,16,south,pending,186.28
13832,53,20,south,delivered,118.04
13833,90,7,north,shipped,165.22
13834,50,12,north,shipped,195.35
13835,21,8,south,delivered,151.72
13836,80,20,east,cancelled,41.01
13837,73,11,north,delivered,209.41
13838,35,13,north,cancelled,33.28
13839,68,6,east,pending,355.02
13840,45,4,west,cancelled,135.2
13841,75,11,north,pending,110.57
13842,57,10,north,shipped,265.29
13843,86,5,south,delivered,476.51
13844,56,14,south,delivered,306.37
13845,60,5,west,cancelled,397.59
13846,47,14,south,shipped,425.81
13847,90,15,east,pending,42.94
13848,83,3,east,shipped,214.0
13849,70,17,south,shipped,107.88
13850,36,18,west,pending,144.17
13851,87,20,west,cancelled,98.48
13852,58,6,north,shipped,437.82
13853,18,14,north,cancelled,20.47
13854,24,16,west,shipped,9.84
13855,63,2,east,cancelled,119.46
13856,33,3,north,shipped,398.22
13857,27,7,west,delivered,496.58
13858,26,14,south,shipped,277.12
13859,85,3,north,pending,430.23
13860,70,19,north,delivered,56.92
13861,38,3,south,shipped,89.28
13862,42,14,south,pending,376.13
13863,49,13,east,delivered,494.07
13864,40,15,east,pending,83.07
13865,41,8,west,delivered,350.19
13866,21,6,south,delivered,8.1
13867,81,5,south,delivered,473.36
13868,33,4,south,delivered,436.0
13869,60,15,south,delivered,81.89
13870,29,15,east,delivered,356.03
13871,30,12,south,cancelled,388.7
13872,69,19,west,cancelled,321.29
13873,67,9,east,shipped,85.37
13874,70,3,south,delivered,221.78
13875,66,10,west,pending,96.21
13876,78,9,north,delivered,381.0
13877,35,16,north,shipped,239.38
13878,61,16,south,cancelled,103.77
13879,41,6,south,delivered,342.24
13880,30,1,south,delivered,235.17
13881,57,9,east,pending,78.4
13882,63,11,west,pending,289.09
13883,40,8,east,shipped,264.57
13884,73,8,south,pending,398.96
13885,50,15,west,shipped,301.09
13886,81,13,east,delivered,483.37
13887,29,19,south,cancelled,421.88
13888,41,15,west,delivered,84.24
13889,51,20,north,cancelled,250.53
13890,69,4,west,delivered,99.51
13891,43,14,east,shipped,273.5
13892,47,5,north,pending,363.56
13893,62,15,west,cancelled,128.63
13894,28,13,north,shipped,212.45
13895,61,5,south,shipped,9.02
13896,75,9,east,cancelled,65.07
13897,30,8,east,delivered,132.25
13898,85,19,north,delivered,185.65
13899,50,14,north,delivered,260.05
13900,20,2,east,delivered,400.71
13901,25,13,east,pending,280.86
13902,89,8,north,shipped,7.05
13903,25,2,west,shipped,243.08
13904,65,2,west,delivered,375.18
13905,30,15,east,shipped,51.45
13906,39,19,west,cancelled,302.85
13907,18,17,east,shipped,363.75
13908,85,6,south,cancelled,303.21
13909,19,7,east,pending,482.6
13910,18,7,north,delivered,430.05
13911,59,18,east,shipped,449.23
13912,67,19,west,cancelled,6.5
13913,57,3,east,shipped,204.14
13914,21,16,west,delivered,67.84
13915,90,17,north,cancelled,258.59
13916,90,16,south,pending,425.16
13917,65,7,south,cancelled,141.59
13918,26,12,south,shipped,133.94
13919,40,14,north,cancelled,123.33
13920,42,8,north,cancelled,400.14
13921,81,20,west,cancelled,34.88
13922,41,6,south,pending,344.68
13923,86,3,south,delivered,58.99
13924,45,4,west,pending,148.39
13925,62,17,west,delivered,69.69
13926,30,15,south,shipped,134.78
13927,37,18,south,cancelled,359.16
13928,65,4,south,delivered,97.96
13929,40,13,north,shipped,321.66
13930,74,5,south,shipped,203.14
13931,40,13,south,cancelled,43.04
13932,82,19,south,cancelled,69.71
13933,37,17,east,pending,135.57
13934,74,16,west,pending,455.32
13935,21,15,south,shipped,264.11
13936,22,8,west,shipped,369.18
13937,86,11,north,delivered,483.56
13938,33,4,north,cancelled,329.91
13939,57,2,north,cancelled,206.85
13940,55,12,north,cancelled,46.78
13941,31,20,north,delivered,419.49
13942,62,15,west,delivered,64.18
13943,41,7,north,cancelled,318.04
13944,84,10,west,pending,228.55
13945,39,10,north,shipped,444.36
13946,30,14,west,cancelled,30.97
13947,81,17,north,pending,8.35
13948,42,11,west,delivered,147.82
13949,37,1,east,delivered,126.76
13950,61,2,south,shipped,275.17
13951,76,20,west,shipped,153.04
13952,88,10,west,pending,95.81
13953,67,15,north,delivered,367.08
13954,75,20,south,pending,77.24
13955,32,9,west,pending,331.28
13956,88,15,west,shipped,6.89
13957,26,19,west,cancelled,397.96
13958,61,6,west,shipped,496.24
13959,49,19,west,pending,241.8
13960,64,8,west,delivered,182.37
13961,36,13,east,pending,70.28
13962,48,4,north,shipped,181.69
13963,80,13,east,cancelled,87.52
13964,42,14,west,pending,331.88
13965,69,5,west,shipped,41.55
13966,23,20,east,pending,200.96
13967,63,2,south,cancelled,488.31
13968,25,18,east,pending,224.49
13969,79,15,south,cancelled,356.63
13970,30,19,west,cancelled,286.47
13971,84,5,east,cancelled,301.07
13972,29,19,east,delivered,279.18
13973,59,13,north,shipped,211.76
13974,85,18,south,shipped,200.5
13975,90,13,west,pending,82.75
13976,86,8,south,pending,363.77
13977,84,14,east,delivered,367.17
13978,68,16,south,delivered,17.38
13979,87,15,south,cancelled,70.22
13980,43,14,east,delivered,145.95
13981,54,8,south,pending,493.07
13982,59,20,east,delivered,88.2
13983,35,13,east,delivered,164.16
13984,75,13,west,shipped,108.51
13985,43,8,north,pending,207.69
13986,55,12,north,shipped,220.92
13987,72,5,west,delivered,202.75
13988,69,16,south,cancelled,124.82
13989,73,8,west,pending,72.92
13990,66,13,north,cancelled,118.39
13991,28,1,south,delivered,214.0
13992,80,1,east,cancelled,491.07
13993,21,15,east,pending,6.18
13994,80,12,south,shipped,182.19
13995,31,12,south,pending,310.61
13996,59,1,east,shipped,277.25
13997,89,9,south,cancelled,101.4
13998,79,1,south,delivered,74.14
13999,67,18,west,shipped,60.56
14000,57,9,west,delivered,474.43
14001,81,4,north,shipped,385.38
14002,54,7,south,pending,304.0
14003,25,17,north,delivered,142.57
14004,85,8,north,pending,393.07
14005,23,17,south,delivered,128.13
14006,42,19,west,delivered,487.32
14007,29,2,south,shipped,238.77
14008,57,4,south,cancelled,418.55
14009,87,3,east,cancelled,402.31
14010,40,15,north,delivered,380.58
14011,58,11,east,pending,283.32
14012,24,5,west,cancelled,467.45
14013,86,18,south,delivered,152.85
14014,21,5,west,cancelled,20.29
14015,24,1,west,shipped,382.68
14016,56,16,north,delivered,248.42
14017,67,20,south,shipped,278.63
14018,42,1,north,pending,221.9
14019,63,16,east,pending,136.92
14020,86,16,south,delivered,314.48
14021,24,19,north,delivered,77.29
14022,73,17,west,pending,308.66
14023,83,18,west,shipped,276.85
14024,85,13,south,delivered,183.87
14025,40,4,north,pending,155.49
14026,83,17,west,pending,403.61
14027,65,6,west,delivered,79.26
14028,23,12,north,shipped,301.29
14029,45,14,west,cancelled,202.14
14030,30,3,north,shipped,450.68
14031,76,14,south,cancelled,145.71
14032,41,14,north,pending,319.31
14033,46,9,east,pending,270.82
14034,58,2,east,pending,307.34
14035,27,6,north,pending,109.23
14036,44,18,north,delivered,121.62
14037,81,1,west,cancelled,28.29
14038,44,5,west,cancelled,344.99
14039,19,18,west,cancelled,283.67
14040,23,1,west,delivered,250.06
14041,66,5,west,pending,264.98
14042,44,6,north,delivered,20.03
14043,32,6,south,pending,290.22
14044,55,10,south,cancelled,271.7
14045,18,10,east,shipped,37.45
14046,48,13,west,shipped,454.62
14047,60,14,south,shipped,263.97
14048,40,3,south,delivered,278.8
14049,67,14,south,cancelled,184.34
14050,47,11,south,cancelled,323.0
14051,65,3,west,cancelled,431.54
14052,69,16,north,pending,144.36
14053,23,12,north,delivered,16.4
14054,37,18,west,pending,247.11
14055,36,14,north,delivered,446.72
14056,49,13,south,shipped,191.15
14057,51,14,east,delivered,50.91
14058,72,6,south,pending,193.33
14059,57,13,east,pending,383.49
14060,44,12,south,shipped,320.31
14061,52,16,north,cancelled,50.79
14062,70,2,north,shipped,324.83
14063,19,10,west,delivered,54.51
14064,71,7,south,cancelled,339.81
14065,70,18,south,cancelled,435.89
14066,66,17,north,cancelled,481.48
14067,53,7,north,delivered,387.95
14068,42,7,west,cancelled,457.73
14069,80,19,north,cancelled,246.67
14070,50,6,east,shipped,54.15
14071,19,7,east,delivered,295.4
14072,68,17,west,delivered,405.12
14073,23,9,west,pending,250.09
14074,75,1,north,shipped,388.59
14075,34,20,west,shipped,170.13
14076,46,19,north,delivered,39.12
14077,27,4,south,pending,87.68
14078,32,6,east,cancelled,354.49
14079,32,13,north,cancelled,332.39
14080,38,20,east,cancelled,218.65
14081,80,3,west,delivered,226.67
14082,26,15,west,cancelled,341.67
14083,41,13,west,shipped,169.95
14084,86,9,north,shipped,389.5
14085,59,19,east,shipped,88.41
14086,39,18,west,shipped,125.4
14087,50,12,east,pending,50.94
14088,68,15,south,delivered,139.6
14089,54,15,south,cancelled,383.6
14090,86,10,north,delivered,212.66
14091,54,6,west,cancelled,295.14
14092,54,15,east,delivered,199.53
14093,90,7,east,shipped,152.92
14094,51,11,west,cancelled,13.01
14095,31,19,south,cancelled,324.45
14096,33,18,west,pending,278.28
14097,68,9,north,pending,116.12
14098,43,2,west,cancelled,47.92
14099,29,15,east,delivered,339.92
14100,89,1,south,pending,7.71
14101,81,11,east,delivered,188.41
14102,43,10,east,cancelled,404.06
14103,34,15,south,shipped,366.01
14104,84,5,north,pending,407.21
14105,22,2,east,shipped,251.21
14106,78,20,south,pending,297.08
14107,79,5,west,shipped,154.61
14108,31,14,east,pending,84.02
14109,32,9,north,pending,267.35
14110,47,13,south,pending,213.99
14111,22,11,east,shipped,255.2
14112,67,5,north,shipped,68.85
14113,41,19,north,cancelled,345.61
14114,28,14,west,pending,481.61
14115,26,15,north,cancelled,397.6
14116,48,20,north,shipped,498.16
14117,73,9,west,cancelled,203.09
14118,65,16,south,shipped,318.82
14119,74,4,east,pending,111.87
14120,36,17,north,cancelled,421.9
14121,74,20,west,delivered,61.96
14122,23,3,south,delivered,137.93
14123,82,14,west,pending,238.3
14124,42,14,south,cancelled,409.42
14125,44,18,north,shipped,400.74
14126,58,2,east,shipped,422.7
14127,23,16,south,pending,473.04
14128,90,8,south,shipped,74.16
14129,19,4,east,shipped,335.43
14130,37,2,south,delivered,229.44
14131,61,1,north,cancelled,16.41
14132,50,3,north,pending,276.65
